source,target,links
via💃ia banget., \xf0\x9f\x8f\x86#2021\xed\x95\x9c\xed\x84\xb0\xeb\xae\xa4\xec\xa7\x81\xec\x96\xb4\xec\x9b\x8c\xec\xa6\x88\n\xf0\x9f\x8f\x86#2021HanteoMusicAwards\n\n#ArtistAward\xf0\x9f\x8f\x86 #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81\xf0\x9f\x8f\x86\nFemale Solo TOP 3\n\n\xf0\x9f\x8f\x86\xeb\xa6\xac\xec\x82\xac #LISA @BLACKPINK\n\n\xec\x88\x98\xec\x83\x81\xec\x9d\x84 \xec\xa7\x84\xec\x8b\xac\xec\x9c\xbc\xeb\xa1\x9c \xec\xb6\x95\xed\x95\x98\xeb\x93\x9c\xeb\xa6\xbd\xeb\x8b\x88\xeb\x8b\xa4\xf0\x9f\x8e\x89\xe2\x80\xa6',1
T A -N 2-5-7, \xf0\x9f\x8f\x86#2021\xed\x95\x9c\xed\x84\xb0\xeb\xae\xa4\xec\xa7\x81\xec\x96\xb4\xec\x9b\x8c\xec\xa6\x88\n\xf0\x9f\x8f\x86#2021HanteoMusicAwards\n\n#ArtistAward\xf0\x9f\x8f\x86 #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81\xf0\x9f\x8f\x86\nFemale Solo TOP 3\n\n\xf0\x9f\x8f\x86\xeb\xa6\xac\xec\x82\xac #LISA @BLACKPINK\n\n\xec\x88\x98\xec\x83\x81\xec\x9d\x84 \xec\xa7\x84\xec\x8b\xac\xec\x9c\xbc\xeb\xa1\x9c \xec\xb6\x95\xed\x95\x98\xeb\x93\x9c\xeb\xa6\xbd\xeb\x8b\x88\xeb\x8b\xa4\xf0\x9f\x8e\x89\xe2\x80\xa6',1
takaxbelle, LISA has won Artist award for Female Solo Artist TOP 3 at #HanteoMusicAwards! \n\nCongratulations LISA \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\xa5\xb3\xf0\x9f\x8e\x89\n@BLACKPINK #LIS\xe2\x80\xa6',1
pey, LALISA by #LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! We are very proud of you Queen L. \xf0\x9f\x91\xb8\n\nCo\xe2\x80\xa6',1
LIZKOOK, CONGRATULATIONS LISA\n#\xeb\xb8\x94\xeb\x9e\x99\xed\x95\x91\xed\x81\xac #\xeb\xa6\xac\xec\x82\xac #BLACKPINK #LISA #LALISA #MONEY #\xe0\xb8\xa5\xe0\xb8\xb4\xe0\xb8\x8b\xe0\xb9\x88\xe0\xb8\xb2 @BLACKPINK https,1
Nour❄️, \xf0\x9f\x8f\x86 | Congratulations #LISA for winning 4 awards at the Asian Pop Music Awards 2021.\n\n\xf0\x9f\x8f\x86 Song Of The Year\n\xf0\x9f\x8f\x86 Top 20 Albums O\xe2\x80\xa6',1
faith, LISA has won SONG OF THE YEAR for LALISA and ROS\xc3\x89 has won BEST MUSIC VIDEO for On The Ground at the Asian Pop Music Award\xe2\x80\xa6',1
sé❄️, Lisa and Ros\xc3\xa9 both won 4 awards at the Asian Pop Music Awards 2021. Congratulations Girls well deserved @BLACKPINK https,1
LISA AMAZING SOLO⁰³²⁷, OMFG LALISA WON SONG OF THE YEAR (overseas) for ASIAN POP MUSIC AWARD 2021! Congratulations Lisa! \n\n#LISA #money #SG http\xe2\x80\xa6',1
Pmthu❄️, \xf0\x9f\x8f\x86 | Congratulations #LISA for winning 4 awards at the Asian Pop Music Awards 2021.\n\n\xf0\x9f\x8f\x86 Song Of The Year\n\xf0\x9f\x8f\x86 Top 20 Albums O\xe2\x80\xa6',1
aline ia, LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
BossBaeLM 👑💐💛💜, LALISA by #LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! We are very proud of you Queen L. \xf0\x9f\x91\xb8\n\nCo\xe2\x80\xa6',1
pey," LISA bags a total of 4 awards at APMA 2021! \xf0\x9f\x8f\x86\n\n- Song of the Year ""LALISA"" \n- Top 20 Albums of the Year ""LALISA""\n- Top 20\xe2\x80\xa6'",1
Wachirasara, #LISA bags 4 wins at the Asian Pop Music Awards 2021.\n\n(OVERSEAS)\nSong of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award - LIS\xe2\x80\xa6',1
Irinactiva," Tanto #LISA y #ROS\xc3\x89 ganaron  ""Artist Award Female Solo TOP 3"" en los Hanteo Music Awards 2021. \n\nCongratulations CHAELISA\xe2\x80\xa6'",1
louis :), [\xf0\x9f\x8f\x86] Congratulations #LISA for winning 4 awards at the Asian Pop Music Awards 2021.\n\nSong Of The Year\nTop 20 Albums Of\xe2\x80\xa6',1
LIZKOOK," #LISA won ""SONG OF THE YEAR"" with \'LALISA\' at the Asian Pop Music Awards 2021.\n\nCongratulations LISA \xf0\x9f\xa5\xb3\n\n\xeb\xb8\x94\xeb\x9e\x99\xed\x95\x91\xed\x81\xac \xeb\xa6\xac\xec\x82\xac #LISA #\xeb\xa6\xac\xec\x82\xac\xe2\x80\xa6'",1
BLΛƆKPIИK TUNISIA 🇹🇳, Both #LISA &amp; #ROS\xc3\x89 has won 4 awards at Asian Pop Music Awards 2021 (overseas) \xf0\x9f\x91\xb8\xf0\x9f\x91\x8f\n\nHuge congratulations to our both Sol\xe2\x80\xa6',1
2022," #LISA won ""SONG OF THE YEAR"" with \'LALISA\' at the Asian Pop Music Awards 2021.\n\nCongratulations LISA \xf0\x9f\xa5\xb3\n\n\xeb\xb8\x94\xeb\x9e\x99\xed\x95\x91\xed\x81\xac \xeb\xa6\xac\xec\x82\xac #LISA #\xeb\xa6\xac\xec\x82\xac\xe2\x80\xa6'",1
พี่อุซุยจะเป็นใหญ่ในแผ่นดิน, LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
Prettynice❤️‍🔥, LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
claude9, LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
LIZKOOK, Asian Pop Music Awards 2021 \n\nSong of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award - LISA\nTOP 20 Songs of the Year - LALISA\nTO\xe2\x80\xa6',1
sgim, LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
Bonnie🐇, #LISA bags 4 wins at the Asian Pop Music Awards 2021.\n\n(OVERSEAS)\nSong of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award - LI\xe2\x80\xa6',1
elle🧣, #LISA bags 4 wins at the Asian Pop Music Awards 2021.\n\n(OVERSEAS)\nSong of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award - LIS\xe2\x80\xa6',1
dudududu, Song of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award - LISA\nTOP 20 Songs of the Year - LALISA\nTOP 20 Albums of the Year - LALIS\xe2\x80\xa6',1
2022," Oh, congratulations queen\xf0\x9f\x91\x91\xf0\x9f\x94\xa5\n#LISA #LALISA https",1
🐼OLiLi, @SOLARSHIIII Congratulations Queen LISA                        \xe0\xb8\x81\xe0\xb8\xa3\xe0\xb8\xb5\xe0\xb9\x8a\xe0\xb8\x94\xe0\xb8\x94\xe0\xb8\x94\xe0\xb8\x94\xe0\xb8\x94\xe0\xb8\x94\xe0\xb8\x94 \xe0\xb9\x80\xe0\xb8\x81\xe0\xb9\x88\xe0\xb8\x87\xe0\xb8\x97\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb8\xaa\xe0\xb8\xb8\xe0\xb8\x94\xe0\xb9\x80\xe0\xb8\xa5\xe0\xb8\xa2\xe0\xb8\x84\xe0\xb9\x88\xe0\xb8\xb0\xe0\xb8\x84\xe0\xb8\x99\xe0\xb8\xaa\xe0\xb8\xa7\xe0\xb8\xa2\n\nLALISA APMA SOTY\n\n(A\xe2\x80\xa6',1
MUMU," Oh, congratulations queen\xf0\x9f\x91\x91\xf0\x9f\x94\xa5\n#LISA #LALISA https",1
album_for_bp, \xf0\x9f\x8f\x86#2021\xed\x95\x9c\xed\x84\xb0\xeb\xae\xa4\xec\xa7\x81\xec\x96\xb4\xec\x9b\x8c\xec\xa6\x88\n\xf0\x9f\x8f\x86#2021HanteoMusicAwards\n\n#ArtistAward\xf0\x9f\x8f\x86 #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81\xf0\x9f\x8f\x86\nFemale Solo TOP 3\n\n\xf0\x9f\x8f\x86\xeb\xa6\xac\xec\x82\xac #LISA @BLACKPINK\n\n\xec\x88\x98\xec\x83\x81\xec\x9d\x84 \xec\xa7\x84\xec\x8b\xac\xec\x9c\xbc\xeb\xa1\x9c \xec\xb6\x95\xed\x95\x98\xeb\x93\x9c\xeb\xa6\xbd\xeb\x8b\x88\xeb\x8b\xa4\xf0\x9f\x8e\x89\xe2\x80\xa6',1
LIZKOOK, song of the year and not freefalling and no mass buying ganern \xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nCongratulations Lisa!',1
dg, \xf0\x9f\x8f\x86 | Congratulations #LISA for winning 4 awards at the Asian Pop Music Awards 2021.\n\n\xf0\x9f\x8f\x86 Song Of The Year\n\xf0\x9f\x8f\x86 Top 20 Albums O\xe2\x80\xa6',1
lumi ᛝ, CONGRATULATIONS #ROS\xc3\x89 &amp; #LISA for winning Best Female Solo #ArtistAward  #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81 on #2021HanteoMusicAwards! \xf0\x9f\x8f\x86\n\n#BLACKPI\xe2\x80\xa6',1
grammy33, LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
LIZKOOK, We lilies are so happy and proud of you baby @catmeow5555 you deserved all these awards..we love you somuch \xf0\x9f\x98\x98\n\nCongratulatio\xe2\x80\xa6',1
dg, CONGRATULATIONS #ROS\xc3\x89 &amp; #LISA for winning Best Female Solo #ArtistAward  #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81 on #2021HanteoMusicAwards! \xf0\x9f\x8f\x86\n\n#BLACKPI\xe2\x80\xa6',1
takaxbelle, \xf0\x9f\x8f\x86 | Congratulations #LISA for winning 4 awards at the Asian Pop Music Awards 2021.\n\n\xf0\x9f\x8f\x86 Song Of The Year\n\xf0\x9f\x8f\x86 Top 20 Albums O\xe2\x80\xa6',1
sam | ia??, Lisa and Ros\xc3\xa9 both won 4 awards at the Asian Pop Music Awards 2021. Congratulations Girls well deserved @BLACKPINK https,1
𝑙𝑒𝑎𝑛, \xf0\x9f\x8f\x86#2021\xed\x95\x9c\xed\x84\xb0\xeb\xae\xa4\xec\xa7\x81\xec\x96\xb4\xec\x9b\x8c\xec\xa6\x88\n\xf0\x9f\x8f\x86#2021HanteoMusicAwards\n\n#ArtistAward\xf0\x9f\x8f\x86 #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81\xf0\x9f\x8f\x86\nFemale Solo TOP 3\n\n\xf0\x9f\x8f\x86\xeb\xa6\xac\xec\x82\xac #LISA @BLACKPINK\n\n\xec\x88\x98\xec\x83\x81\xec\x9d\x84 \xec\xa7\x84\xec\x8b\xac\xec\x9c\xbc\xeb\xa1\x9c \xec\xb6\x95\xed\x95\x98\xeb\x93\x9c\xeb\xa6\xbd\xeb\x8b\x88\xeb\x8b\xa4\xf0\x9f\x8e\x89\xe2\x80\xa6',1
∩▽∩♡, Song of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award - LISA\nTOP 20 Songs of the Year - LALISA\nTOP 20 Albums of the Year - LALIS\xe2\x80\xa6',1
Lalisa," Congratulations to #LISA for winning ""Song of the Year (Overseas)"" for \'LALISA\' at the Asian Pop Music Awards 2021.\n\n\xeb\xb8\x94\xe2\x80\xa6'",1
LIZKOOK, USE THE TAGS BELOW\xe2\x9d\xa4\xef\xb8\x8f\nCONGRATULATIONS LISA \xf0\x9f\x8e\x89\n\nLALISA APMA SOTY \n#VoteLISAforSMA https,1
ß, LISA has won SONG OF THE YEAR for LALISA and ROS\xc3\x89 has won BEST MUSIC VIDEO for On The Ground at the Asian Pop Music Award\xe2\x80\xa6',1
YOUNGRO DAY ❄️ IVE 5TH WIN, \xf0\x9f\x8f\x86 | #LISA\xe2\x80\x99s \xe2\x80\x9cLALISA\xe2\x80\x9d has won SONG OF THE YEAR at the Asian Pop Music Awards 2021. \n\nCONGRATULATIONS LISA!\n#BLACKPINK #\xe2\x80\xa6',1
💰รวยซ้ำรวยซ้อน Onuma2465, \xe0\xb8\xa2\xe0\xb8\xb4\xe0\xb8\x99\xe0\xb8\x94\xe0\xb8\xb5\xe0\xb8\x94\xe0\xb9\x89\xe0\xb8\xa7\xe0\xb8\xa2\xe0\xb8\x81\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb8\x84\xe0\xb8\xa7\xe0\xb8\xb2\xe0\xb8\xa1\xe0\xb8\xaa\xe0\xb8\xb3\xe0\xb9\x80\xe0\xb8\xa3\xe0\xb9\x87\xe0\xb8\x88\xe0\xb8\x81\xe0\xb9\x89\xe0\xb8\xb2\xe0\xb8\xa7\xe0\xb9\x81\xe0\xb8\xa3\xe0\xb8\x81\xe0\xb8\x82\xe0\xb8\xad\xe0\xb8\x87  L1SA\nCONGRATULATIONS\xe2\x80\x8b LISA\n\n(OVERSEAS)\nSong of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award\xe2\x80\xa6',1
Irinactiva," LISA has won Artist award for Female Solo Artist TOP 3 at #HanteoMusicAwards! \n\nThank you Lilivoters for working hard, sh\xe2\x80\xa6'",1
bdmmomon, LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
🌷my love Lisa 🐱💗 ดาวเรืองกับสุรเดช No.1 :)💛💜, Asian Pop Music Awards 2021\n\xf0\x9f\x8f\x86Song of The Year - LALISA \n\xf0\x9f\x8f\x86People\xe2\x80\x99s Choice Award - LISA\n\xf0\x9f\x8f\x86TOP 20 Songs of the Year - LALISA\xe2\x80\xa6',1
LIZKOOK, LISA has won Artist award for Female Solo Artist TOP 3 at #HanteoMusicAwards! \n\nThank you to lilivoters for taking the\xe2\x80\xa6',1
Joy, LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
dg, \xf0\x9f\x8f\x86 | #LISA\xe2\x80\x99s \xe2\x80\x9cLALISA\xe2\x80\x9d has won SONG OF THE YEAR at the Asian Pop Music Awards 2021. \n\nCONGRATULATIONS LISA!\n#BLACKPINK #\xe2\x80\xa6',1
ทีเร็กซ์, LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
b, CONGRATULATIONS #ROS\xc3\x89 &amp; #LISA for winning Best Female Solo #ArtistAward  #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81 on #2021HanteoMusicAwards! \xf0\x9f\x8f\x86\n\n#BLACKPI\xe2\x80\xa6',1
els | Y O U N G R O, Lisa and Ros\xc3\xa9 both won 4 awards at the Asian Pop Music Awards 2021. Congratulations Girls well deserved @BLACKPINK https,1
❥ 𝒑𝒂𝒓𝒌𝒋𝒆𝒏, \xf0\x9f\x93\xa3 Asian Pop Music Awards 2021\n\n\xf0\x9f\x8f\x86 Song of the Year - LALISA by LISA\n\nCongratulations!\n\nLALISA APMA SOTY \n#VoteLISAforSMA ht\xe2\x80\xa6',1
pey, Congratulations LISA \xf0\x9f\x92\x9b',1
BLΛƆKPIИK TUNISIA 🇹🇳, \xf0\x9f\x8f\x86 | Congratulations #LISA for winning 4 awards at the Asian Pop Music Awards 2021.\n\n\xf0\x9f\x8f\x86 Song Of The Year\n\xf0\x9f\x8f\x86 Top 20 Albums O\xe2\x80\xa6',1
Mas Aldi(baran), \xf0\x9f\x8f\x86 | Congratulations #LISA for winning 4 awards at the Asian Pop Music Awards 2021.\n\n\xf0\x9f\x8f\x86 Song Of The Year\n\xf0\x9f\x8f\x86 Top 20 Albums O\xe2\x80\xa6',1
Lumina.3, Lisa menerima sertifikat 500k sales di Hante0 dan penghargaan New Chodong Record!\n\nCongratulations Lisa \xf0\x9f\x92\x9b https,1
LIZKOOK," ""SONG OF THE YEAR"" LALISA by #LISA at ""ASIAN POP MUSIC AWARDS 2021"" \xf0\x9f\x92\x97\xe2\x9c\xa8\n\nCONGRATULATIONS LISA, we are so proud of you!\xe2\x80\xa6'",1
pey, \xf0\x9f\x8f\x86#2021\xed\x95\x9c\xed\x84\xb0\xeb\xae\xa4\xec\xa7\x81\xec\x96\xb4\xec\x9b\x8c\xec\xa6\x88\n\xf0\x9f\x8f\x86#2021HanteoMusicAwards\n\n#ArtistAward\xf0\x9f\x8f\x86 #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81\xf0\x9f\x8f\x86\nFemale Solo TOP 3\n\n\xf0\x9f\x8f\x86\xeb\xa6\xac\xec\x82\xac #LISA @BLACKPINK\n\n\xec\x88\x98\xec\x83\x81\xec\x9d\x84 \xec\xa7\x84\xec\x8b\xac\xec\x9c\xbc\xeb\xa1\x9c \xec\xb6\x95\xed\x95\x98\xeb\x93\x9c\xeb\xa6\xbd\xeb\x8b\x88\xeb\x8b\xa4\xf0\x9f\x8e\x89\xe2\x80\xa6',1
Hi_Lilies, REPLY??\n\nCongratulations Lisa \nLALISA APMA SOTY \n\n #VoteLISAforSMA',1
LIZKOOK, I\xe2\x80\x99m so proud to both of you. Congratulations Lisa and Ros\xc3\xa9. \xf0\x9f\x91\x8f \xf0\x9f\x91\x8f \xf0\x9f\x91\x8f https,1
dg, Both #LISA &amp; #ROS\xc3\x89 has won 4 awards at Asian Pop Music Awards 2021 (overseas) \xf0\x9f\x91\xb8\xf0\x9f\x91\x8f\n\nHuge congratulations to our both Sol\xe2\x80\xa6',1
L.M.N.O.F.F," Congratulations\xf0\x9f\x8e\x89\xf0\x9f\x8e\x89\n\n#LISA won ""SONG OF THE YEAR"" with \'LALISA\' at the Asian Pop Music Awards 2021.\n\n\xeb\xb8\x94\xeb\x9e\x99\xed\x95\x91\xed\x81\xac \xeb\xa6\xac\xec\x82\xac \n#LISA  #\xeb\xa6\xac\xec\x82\xac #L\xe2\x80\xa6'",1
LOVE: TEUME🌹, \xf0\x9f\x8f\x86#2021\xed\x95\x9c\xed\x84\xb0\xeb\xae\xa4\xec\xa7\x81\xec\x96\xb4\xec\x9b\x8c\xec\xa6\x88\n\xf0\x9f\x8f\x86#2021HanteoMusicAwards\n\n#ArtistAward\xf0\x9f\x8f\x86 #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81\xf0\x9f\x8f\x86\nFemale Solo TOP 3\n\n\xf0\x9f\x8f\x86\xeb\xa6\xac\xec\x82\xac #LISA @BLACKPINK\n\n\xec\x88\x98\xec\x83\x81\xec\x9d\x84 \xec\xa7\x84\xec\x8b\xac\xec\x9c\xbc\xeb\xa1\x9c \xec\xb6\x95\xed\x95\x98\xeb\x93\x9c\xeb\xa6\xbd\xeb\x8b\x88\xeb\x8b\xa4\xf0\x9f\x8e\x89\xe2\x80\xa6',1
🌷my love Lisa 🐱💗 ดาวเรืองกับสุรเดช No.1 :)💛💜, Song of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award - LISA\nTOP 20 Songs of the Year - LALISA\nTOP 20 Albums of the Year - LALIS\xe2\x80\xa6',1
Abby 💜 🐥 III (😼🌙), LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
ls, #LISA bags 4 wins at the Asian Pop Music Awards 2021.\n\n(OVERSEAS)\nSong of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award - LIS\xe2\x80\xa6',1
Nani⁰³²⁷," LISA bags a total of 4 awards at APMA 2021! \xf0\x9f\x8f\x86\n\n- Song of the Year ""LALISA"" \n- Top 20 Albums of the Year ""LALISA""\n- Top 20\xe2\x80\xa6'",1
|R|," Tanto #LISA y #ROS\xc3\x89 ganaron  ""Artist Award Female Solo TOP 3"" en los Hanteo Music Awards 2021. \n\nCongratulations CHAELISA\xe2\x80\xa6'",1
I'm J, Lisa and Ros\xc3\xa9 both won 4 awards at the Asian Pop Music Awards 2021. Congratulations Girls well deserved @BLACKPINK https,1
YOLOYO, CONGRATULATIONS #ROS\xc3\x89 &amp; #LISA for winning Best Female Solo #ArtistAward  #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81 on #2021HanteoMusicAwards! \xf0\x9f\x8f\x86\n\n#BLACKPI\xe2\x80\xa6',1
Leco, LISA has won SONG OF THE YEAR for LALISA and ROS\xc3\x89 has won BEST MUSIC VIDEO for On The Ground at the Asian Pop Music Award\xe2\x80\xa6',1
Lilixoxo327🔥, LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
Sophia❄️, LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
Lumina.3," LISA has won Artist award for Female Solo Artist TOP 3 at #HanteoMusicAwards! \n\nThank you Lilivoters for working hard, sh\xe2\x80\xa6'",1
Rose'Park, Congratulations LISA &amp; ROS\xc3\x89 #Chaelisa \xe0\xb8\x84\xe0\xb8\xa7\xe0\xb8\x87\xe0\xb8\x84\xe0\xb8\xb9\xe0\xb9\x88\xe0\xb8\x81\xe0\xb8\xb1\xe0\xb8\x99\xe0\xb8\x9b\xe0\xb8\xb1\xe0\xb8\x87\xe0\xb8\xad\xe0\xb8\xb5\xe0\xb8\x81\xe0\xb9\x81\xe0\xb8\xa5\xe0\xb9\x89\xe0\xb8\xa7\xf0\x9f\xa5\xb3 \xe0\xb8\xa3\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb8\xa3\xe0\xb8\xb2\xe0\xb8\x87\xe0\xb8\xa7\xe0\xb8\xb1\xe0\xb8\xa5 Artist Award Female Solo Top 3 \xe0\xb8\x82\xe0\xb8\xad\xe0\xb8\x87 Hanteo Music Award\xe2\x80\xa6',1
Desi, CONGRATULATIONS #ROS\xc3\x89 &amp; #LISA for winning Best Female Solo #ArtistAward  #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81 on #2021HanteoMusicAwards! \xf0\x9f\x8f\x86\n\n#BLACKPI\xe2\x80\xa6',1
LISA AMAZING SOLO⁰³²⁷, LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
jazzsandss, #LISA bags 4 wins at the Asian Pop Music Awards 2021.\n\n(OVERSEAS)\nSong of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award - LI\xe2\x80\xa6',1
MUiMUi," LALISA \xe0\xb8\x9b\xe0\xb8\xb1\xe0\xb8\x87\xe0\xb8\xa1\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb9\x80\xe0\xb8\xa7\xe0\xb9\x88\xe0\xb8\xad\xe0\xb8\xa3\xe0\xb9\x8c\nLISA bags a total of 4 awards at APMA 2021\n- Song of the Year ""LALISA"" \n- Top 20 Albums of the Year ""LALI\xe2\x80\xa6'",1
lily :), #LISA bags 4 wins at the Asian Pop Music Awards 2021.\n\n(OVERSEAS)\nSong of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award - LIS\xe2\x80\xa6',1
Lalisa, LISA has won SONG OF THE YEAR for LALISA and ROS\xc3\x89 has won BEST MUSIC VIDEO for On The Ground at the Asian Pop Music Award\xe2\x80\xa6',1
🥨, \xf0\x9f\x8f\x86#2021\xed\x95\x9c\xed\x84\xb0\xeb\xae\xa4\xec\xa7\x81\xec\x96\xb4\xec\x9b\x8c\xec\xa6\x88\n\xf0\x9f\x8f\x86#2021HanteoMusicAwards\n\n#ArtistAward\xf0\x9f\x8f\x86 #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81\xf0\x9f\x8f\x86\nFemale Solo TOP 3\n\n\xf0\x9f\x8f\x86\xeb\xa6\xac\xec\x82\xac #LISA @BLACKPINK\n\n\xec\x88\x98\xec\x83\x81\xec\x9d\x84 \xec\xa7\x84\xec\x8b\xac\xec\x9c\xbc\xeb\xa1\x9c \xec\xb6\x95\xed\x95\x98\xeb\x93\x9c\xeb\xa6\xbd\xeb\x8b\x88\xeb\x8b\xa4\xf0\x9f\x8e\x89\xe2\x80\xa6',1
ac, LISA has won SONG OF THE YEAR for LALISA and ROS\xc3\x89 has won BEST MUSIC VIDEO for On The Ground at the Asian Pop Music Award\xe2\x80\xa6',1
"Luissa ""LUFE"""," Tanto #LISA y #ROS\xc3\x89 ganaron  ""Artist Award Female Solo TOP 3"" en los Hanteo Music Awards 2021. \n\nCongratulations CHAELISA\xe2\x80\xa6'",1
me, Wow tiktok is already a very big platform \xf0\x9f\x98\xa8 Congratulations Lisa \xe2\x9d\xa4\xef\xb8\x8f https,1
LIZKOOK, Song of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award - LISA\nTOP 20 Songs of the Year - LALISA\nTOP 20 Albums of the Year - LALIS\xe2\x80\xa6',1
Lisa :)," LISA bags a total of 4 awards at APMA 2021! \xf0\x9f\x8f\x86\n\n- Song of the Year ""LALISA"" \n- Top 20 Albums of the Year ""LALISA""\n- Top 20\xe2\x80\xa6'",1
BLINK_OT4 ❄️, Lisa and Ros\xc3\xa9 both won 4 awards at the Asian Pop Music Awards 2021. Congratulations Girls well deserved @BLACKPINK https,1
Pretty Savage," CONGRATULATIONS My LOVE 4 awards at APMA 2021! \xf0\x9f\x8f\x86\xf0\x9f\x8f\x86\xf0\x9f\x8f\x86\xf0\x9f\x8f\x86\n\n- Song of the Year ""LALISA"" \n- Top 20 Albums of the Year ""LALISA""\n- Top 2\xe2\x80\xa6'",1
LIZKOOK, Congratulations LISA \xf0\x9f\xa5\xb3\xf0\x9f\x8e\x89 Won!\xf0\x9f\x8f\x86Song of the Year! (Asian Pop Music Awards 2021) \xf0\x9f\x98\x8d\xf0\x9f\x92\x9b\n\n#LISA #LALISA #\xe0\xb8\xa5\xe0\xb8\xb4\xe0\xb8\x8b\xe0\xb9\x88\xe0\xb8\xb2 https,1
🐢 🐻🐿️🐥, LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
